Date,Close
2020-05-26T13:30:00.0,181.57000732421875
2020-05-27T13:30:00.0,181.80999755859375
2020-05-28T13:30:00.0,181.39999389648438
2020-05-29T13:30:00.0,183.25
2020-06-01T13:30:00.0,182.8300018310547
2020-06-02T13:30:00.0,184.91000366210938
2020-06-03T13:30:00.0,185.36000061035156
2020-06-04T13:30:00.0,182.9199981689453
2020-06-05T13:30:00.0,187.1999969482422
2020-06-08T13:30:00.0,188.36000061035156
2020-06-09T13:30:00.0,189.8000030517578
2020-06-10T13:30:00.0,196.83999633789062
2020-06-11T13:30:00.0,186.27000427246094
2020-06-12T13:30:00.0,187.74000549316406
2020-06-15T13:30:00.0,188.94000244140625
2020-06-16T13:30:00.0,193.57000732421875
2020-06-17T13:30:00.0,194.24000549316406
2020-06-18T13:30:00.0,196.32000732421875
2020-06-19T13:30:00.0,195.14999389648438
2020-06-22T13:30:00.0,200.57000732421875
2020-06-23T13:30:00.0,201.91000366210938
2020-06-24T13:30:00.0,197.83999633789062
2020-06-25T13:30:00.0,200.33999633789062
2020-06-26T13:30:00.0,196.3300018310547
2020-06-29T13:30:00.0,198.44000244140625
2020-06-30T13:30:00.0,203.50999450683594
2020-07-01T13:30:00.0,204.6999969482422
2020-07-02T13:30:00.0,206.25999450683594
2020-07-06T13:30:00.0,210.6999969482422
2020-07-07T13:30:00.0,208.25
2020-07-08T13:30:00.0,212.8300018310547
2020-07-09T13:30:00.0,214.32000732421875
2020-07-10T13:30:00.0,213.6699981689453
2020-07-13T13:30:00.0,207.07000732421875
2020-07-14T13:30:00.0,208.35000610351562
2020-07-15T13:30:00.0,208.0399932861328
2020-07-16T13:30:00.0,203.9199981689453
2020-07-17T13:30:00.0,202.8800048828125
2020-07-20T13:30:00.0,211.60000610351562
2020-07-21T13:30:00.0,208.75
2020-07-22T13:30:00.0,211.75
2020-07-23T13:30:00.0,202.5399932861328
2020-07-24T13:30:00.0,201.3000030517578
2020-07-27T13:30:00.0,203.85000610351562
2020-07-28T13:30:00.0,202.02000427246094
2020-07-29T13:30:00.0,204.05999755859375
2020-07-30T13:30:00.0,203.89999389648438
2020-07-31T13:30:00.0,205.00999450683594
2020-08-03T13:30:00.0,216.5399932861328
2020-08-04T13:30:00.0,213.2899932861328
2020-08-05T13:30:00.0,212.94000244140625
2020-08-06T13:30:00.0,216.35000610351562
2020-08-07T13:30:00.0,212.47999572753906
2020-08-10T13:30:00.0,208.25
2020-08-11T13:30:00.0,203.3800048828125
2020-08-12T13:30:00.0,209.19000244140625
2020-08-13T13:30:00.0,208.6999969482422
2020-08-14T13:30:00.0,208.89999389648438
2020-08-17T13:30:00.0,210.27999877929688
2020-08-18T13:30:00.0,211.49000549316406
2020-08-19T13:30:00.0,209.6999969482422
2020-08-20T13:30:00.0,214.5800018310547
2020-08-21T13:30:00.0,213.02000427246094
2020-08-24T13:30:00.0,213.69000244140625
2020-08-25T13:30:00.0,216.47000122070312
2020-08-26T13:30:00.0,221.14999389648438
2020-08-27T13:30:00.0,226.5800018310547
2020-08-28T13:30:00.0,228.91000366210938
2020-08-31T13:30:00.0,225.52999877929688
2020-09-01T13:30:00.0,227.27000427246094
2020-09-02T13:30:00.0,231.64999389648438
2020-09-03T13:30:00.0,217.3000030517578
2020-09-04T13:30:00.0,214.25
2020-09-08T13:30:00.0,202.66000366210938
2020-09-09T13:30:00.0,211.2899932861328
2020-09-10T13:30:00.0,205.3699951171875
2020-09-11T13:30:00.0,204.02999877929688
2020-09-14T13:30:00.0,205.41000366210938
2020-09-15T13:30:00.0,208.77999877929688
2020-09-16T13:30:00.0,205.0500030517578
2020-09-17T13:30:00.0,202.91000366210938
2020-09-18T13:30:00.0,200.38999938964844
2020-09-21T13:30:00.0,202.5399932861328
2020-09-22T13:30:00.0,207.4199981689453
2020-09-23T13:30:00.0,200.58999633789062
2020-09-24T13:30:00.0,203.19000244140625
2020-09-25T13:30:00.0,207.82000732421875
2020-09-28T13:30:00.0,209.44000244140625
2020-09-29T13:30:00.0,207.25999450683594
2020-09-30T13:30:00.0,210.3300018310547
2020-10-01T13:30:00.0,212.4600067138672
2020-10-02T13:30:00.0,206.19000244140625
2020-10-05T13:30:00.0,210.3800048828125
2020-10-06T13:30:00.0,205.91000366210938
2020-10-07T13:30:00.0,209.8300018310547
2020-10-08T13:30:00.0,210.5800018310547
2020-10-09T13:30:00.0,215.80999755859375
2020-10-12T13:30:00.0,221.39999389648438
2020-10-13T13:30:00.0,222.86000061035156
2020-10-14T13:30:00.0,220.86000061035156
2020-10-15T13:30:00.0,219.66000366210938
2020-10-16T13:30:00.0,219.66000366210938
2020-10-19T13:30:00.0,214.22000122070312
2020-10-20T13:30:00.0,214.64999389648438
2020-10-21T13:30:00.0,214.8000030517578
2020-10-22T13:30:00.0,214.88999938964844
2020-10-23T13:30:00.0,216.22999572753906
2020-10-26T13:30:00.0,210.0800018310547
2020-10-27T13:30:00.0,213.25
2020-10-28T13:30:00.0,202.67999267578125
2020-10-29T13:30:00.0,204.72000122070312
2020-10-30T13:30:00.0,202.47000122070312
2020-11-02T14:30:00.0,202.3300018310547
2020-11-03T14:30:00.0,206.42999267578125
2020-11-04T14:30:00.0,216.38999938964844
2020-11-05T14:30:00.0,223.2899932861328
2020-11-06T14:30:00.0,223.72000122070312
2020-11-09T14:30:00.0,218.38999938964844
2020-11-10T14:30:00.0,211.00999450683594
2020-11-11T14:30:00.0,216.5500030517578
2020-11-12T14:30:00.0,215.44000244140625
2020-11-13T14:30:00.0,216.50999450683594
2020-11-16T14:30:00.0,217.22999572753906
2020-11-17T14:30:00.0,214.4600067138672
2020-11-18T14:30:00.0,211.0800018310547
2020-11-19T14:30:00.0,212.4199981689453
2020-11-20T14:30:00.0,210.38999938964844
2020-11-23T14:30:00.0,210.11000061035156
